City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Arica,CL,2022-01-28 16:15:22,-18.475,-70.3042,80.15,53,0,11.5
279,Nizhniy Tsasuchey,RU,2022-01-28 16:15:27,50.5167,115.1333,-9.94,93,5,6.4
280,Namatanai,PG,2022-01-28 16:15:29,-3.6667,152.4333,79.0,84,95,2.68
281,Ozernovskiy,RU,2022-01-28 16:15:30,51.5,156.5167,23.58,82,100,31.03
282,Tabou,CI,2022-01-28 16:15:30,4.423,-7.3528,84.97,62,40,11.27
283,Saint George,US,2022-01-28 16:15:32,37.1041,-113.5841,45.07,47,0,3.44
284,Taoudenni,ML,2022-01-28 16:15:33,22.6783,-3.9836,83.5,10,87,13.24
285,Mareeba,AU,2022-01-28 16:15:33,-17.0,145.4333,73.44,96,100,4.99
286,Buala,SB,2022-01-28 16:15:34,-8.145,159.5921,79.39,81,100,8.34
287,Korla,CN,2022-01-28 16:15:35,41.7597,86.1469,24.12,57,0,1.14
288,Cayenne,GF,2022-01-28 16:15:36,4.9333,-52.3333,82.44,69,100,11.5
289,Tilichiki,RU,2022-01-28 16:15:37,60.4667,166.1,23.4,77,99,25.41
290,Ligayan,PH,2022-01-28 16:15:37,4.6533,119.4706,82.44,70,84,5.41
291,Ziarat,PK,2022-01-28 16:15:39,30.3823,67.7282,40.41,43,4,3.62
292,Kirovo-Chepetsk,RU,2022-01-28 16:15:32,58.5539,50.0399,3.36,99,96,4.88
293,Ambilobe,MG,2022-01-28 16:15:42,-13.2,49.05,75.16,88,100,2.57
294,Launceston,AU,2022-01-28 16:15:42,-41.45,147.1667,66.15,93,75,1.99
295,Dingle,PH,2022-01-28 16:15:44,10.9995,122.6711,76.08,88,91,5.1
296,Cockburn Town,TC,2022-01-28 16:15:48,21.4612,-71.1419,77.94,69,15,8.28
297,Ierissos,GR,2022-01-28 16:15:48,40.4,23.8833,47.43,58,14,5.91
298,Flinders,AU,2022-01-28 16:15:49,-34.5833,150.8552,74.21,83,26,5.99
299,Maiduguri,NG,2022-01-28 16:12:09,11.8464,13.1603,80.15,19,25,15.14
300,Akyab,MM,2022-01-28 16:15:50,20.15,92.9,67.44,54,37,16.46
301,Lompoc,US,2022-01-28 16:15:51,34.6391,-120.4579,60.12,69,0,9.22
302,Jiaocheng,CN,2022-01-28 16:15:51,24.6774,116.1389,56.84,78,71,4.0
303,Havre-Saint-Pierre,CA,2022-01-28 16:15:53,50.2334,-63.5986,19.99,86,100,14.97
304,Aragarcas,BR,2022-01-28 16:15:54,-15.8975,-52.2508,80.6,79,94,5.93
305,Tutoia,BR,2022-01-28 16:15:54,-2.7619,-42.2744,82.38,91,100,10.31
306,Liverpool,GB,2022-01-28 16:15:14,53.4106,-2.9779,52.77,84,75,3.0
307,Eyl,SO,2022-01-28 16:15:56,7.9803,49.8164,75.56,67,60,23.13
308,Bambous Virieux,MU,2022-01-28 16:15:57,-20.3428,57.7575,80.85,78,75,4.61
309,Sur,OM,2022-01-28 16:15:59,22.5667,59.5289,71.47,54,0,4.21
310,Shakawe,BW,2022-01-28 16:16:13,-18.3667,21.85,73.6,86,100,5.97
311,Yenagoa,NG,2022-01-28 16:16:14,4.9247,6.2642,97.81,15,37,4.9
312,Pangnirtung,CA,2022-01-28 16:16:15,66.1451,-65.7125,-11.2,70,100,0.0
313,San Quintin,MX,2022-01-28 16:13:32,30.4833,-115.95,60.73,43,93,2.55
314,Zhangye,CN,2022-01-28 16:16:16,38.9342,100.4517,23.14,27,0,2.91
315,Jalu,LY,2022-01-28 16:16:17,29.0331,21.5482,57.76,44,4,7.81
316,Lubao,PH,2022-01-28 16:16:17,14.9167,120.55,82.42,85,74,3.71
317,Katangli,RU,2022-01-28 16:16:18,51.7102,143.2326,-23.93,100,52,4.16
318,Presidencia Roque Saenz Pena,AR,2022-01-28 16:16:20,-26.7852,-60.4388,92.07,23,5,9.26
319,Saint Anthony,US,2022-01-28 16:16:20,45.0205,-93.218,3.94,74,100,3.0
320,Rockport,US,2022-01-28 16:16:23,28.0206,-97.0544,50.25,89,100,3.0
321,Kemi,FI,2022-01-28 16:17:25,65.8596,24.8228,15.57,92,0,2.3
322,Puerto Penasco,MX,2022-01-28 16:17:25,31.3167,-113.5333,57.9,23,22,15.57
323,Rawson,AR,2022-01-28 16:17:27,-43.3002,-65.1023,83.7,37,9,9.64
324,Yeppoon,AU,2022-01-28 16:17:28,-23.1333,150.7333,73.18,80,71,15.08
325,Lebu,CL,2022-01-28 16:17:29,-37.6167,-73.65,66.11,77,26,8.28
326,Gainesville,US,2022-01-28 16:17:13,29.6516,-82.3248,58.86,72,40,3.44
327,Port Pirie,AU,2022-01-28 16:17:32,-33.1833,138.0167,70.5,67,47,12.08
328,Fayaoue,NC,2022-01-28 16:17:34,-20.65,166.5333,81.23,77,99,20.31
329,Lagoa,PT,2022-01-28 16:17:34,39.05,-27.9833,58.01,60,86,13.51
330,Aguimes,ES,2022-01-28 16:17:35,27.9054,-15.4461,65.03,51,20,12.66
331,Muravlenko,RU,2022-01-28 16:17:35,63.7898,74.523,2.79,97,96,9.93
332,San Juan,AR,2022-01-28 16:15:49,-31.5375,-68.5364,83.39,40,0,8.05
333,Lavrentiya,RU,2022-01-28 16:17:39,65.5833,-171.0,-11.34,99,8,3.76
334,Price,US,2022-01-28 16:17:40,39.5994,-110.8107,23.41,63,0,0.0
335,Nosy Varika,MG,2022-01-28 16:17:41,-20.5833,48.5333,75.31,69,0,4.27
336,Kashi,CN,2022-01-28 16:17:41,39.4547,75.9797,25.81,42,40,4.47
337,General Pico,AR,2022-01-28 16:17:42,-35.6566,-63.7568,77.45,39,0,12.06
338,Boca Do Acre,BR,2022-01-28 16:17:43,-8.7522,-67.3978,84.34,77,95,1.72
339,Hargeysa,SO,2022-01-28 16:17:44,9.56,44.065,62.87,59,58,13.67
340,Praia Da Vitoria,PT,2022-01-28 16:17:45,38.7333,-27.0667,62.76,88,20,11.7
341,Chalus,IR,2022-01-28 16:17:26,36.655,51.4204,47.66,87,75,0.0
342,Kununurra,AU,2022-01-28 16:17:47,-15.7667,128.7333,76.98,100,100,1.14
343,Brasy,CZ,2022-01-28 16:17:48,49.837,13.5783,37.92,65,78,12.91
344,Albury,AU,2022-01-28 16:17:49,-36.0833,146.9167,73.74,100,100,6.91
345,Sanok,PL,2022-01-28 16:17:50,49.5557,22.2056,35.85,100,100,13.35
346,Zarechnyy,RU,2022-01-28 16:16:18,53.2036,45.1923,12.18,98,95,4.41
347,Farafangana,MG,2022-01-28 16:17:52,-22.8167,47.8333,75.07,75,0,7.23
348,The Valley,AI,2022-01-28 16:17:53,18.217,-63.0578,80.74,65,40,13.8
349,Conceicao Do Araguaia,BR,2022-01-28 16:17:54,-8.2578,-49.2647,74.14,88,100,3.09
350,Deputatskiy,RU,2022-01-28 16:17:54,69.3,139.9,-27.42,92,68,3.56
351,Waipawa,NZ,2022-01-28 16:17:56,-41.4122,175.5153,52.43,78,98,4.36
352,Alenquer,BR,2022-01-28 16:17:56,-1.9417,-54.7383,82.74,79,69,4.45
353,Nchelenge,ZM,2022-01-28 16:17:58,-9.3451,28.734,73.67,81,87,4.76
354,Manokwari,ID,2022-01-28 16:17:58,-0.8667,134.0833,78.39,81,69,3.65
355,Nuuk,GL,2022-01-28 16:17:59,64.1835,-51.7216,25.41,68,100,23.02
356,Aurora,US,2022-01-28 16:18:01,39.7294,-104.8319,35.11,50,0,1.01
357,Ancud,CL,2022-01-28 16:18:02,-41.8697,-73.8203,76.42,65,0,8.16
358,Osakarovka,KZ,2022-01-28 16:18:02,50.565,72.5692,4.41,78,100,7.81
359,Mahad,IN,2022-01-28 16:18:03,18.0833,73.4167,71.55,43,0,3.74
360,Washington,US,2022-01-28 16:18:04,47.5001,-120.5015,25.75,80,99,1.92
361,Tanout,NE,2022-01-28 16:18:04,14.9709,8.8879,75.45,8,4,18.48
362,Port Said,EG,2022-01-28 16:18:05,31.2565,32.2841,56.97,61,25,9.08
363,Santa Rosalia,MX,2022-01-28 16:18:06,27.3167,-112.2833,61.54,31,40,5.28
364,Balclutha,NZ,2022-01-28 16:18:07,-46.2339,169.75,46.27,98,61,3.58
365,Hirara,JP,2022-01-28 16:18:08,24.8,125.2833,68.43,85,100,14.16
366,Borogontsy,RU,2022-01-28 16:19:08,62.6683,131.1683,-34.02,100,100,2.21
367,Digha,IN,2022-01-28 16:19:09,21.6833,87.55,63.46,45,15,7.29
368,Sarankhola,BD,2022-01-28 16:19:10,22.3082,89.7897,59.32,50,11,6.04
369,Raudeberg,NO,2022-01-28 16:19:11,61.9875,5.1352,39.2,91,100,10.0
370,Klaipeda,LT,2022-01-28 16:17:21,55.7172,21.1175,35.65,74,100,29.46
371,Koupela,BF,2022-01-28 16:19:13,12.1794,-0.3517,91.94,10,55,11.25
372,Camacha,PT,2022-01-28 16:19:14,33.0833,-16.3333,60.22,67,20,14.97
373,Vila Velha,BR,2022-01-28 16:17:35,-20.3297,-40.2925,89.55,69,0,10.0
374,Victor Harbor,AU,2022-01-28 16:19:16,-35.5667,138.6167,68.0,84,27,1.99
375,Pochutla,MX,2022-01-28 16:19:16,15.7432,-96.4661,85.82,50,0,4.92
376,Honningsvag,NO,2022-01-28 16:19:17,70.9821,25.9704,27.93,50,100,9.35
377,Half Moon Bay,US,2022-01-28 16:19:18,37.4636,-122.4286,56.1,71,0,0.0
378,Havoysund,NO,2022-01-28 16:19:18,70.9963,24.6622,27.48,61,100,8.48
379,Antofagasta,CL,2022-01-28 16:15:04,-23.65,-70.4,74.21,54,45,9.33
380,Muromtsevo,RU,2022-01-28 16:19:20,56.3724,75.2418,0.52,99,95,3.94
381,Khandyga,RU,2022-01-28 16:19:21,62.6667,135.6,-36.87,98,87,2.64
382,Katsuura,JP,2022-01-28 16:19:22,35.1333,140.3,43.2,66,87,10.58
383,Kahului,US,2022-01-28 16:19:22,20.8947,-156.47,69.06,82,0,4.61
384,Semme,FR,2022-01-28 16:19:24,46.1963,1.5007,45.01,79,7,4.07
385,Koundara,GN,2022-01-28 16:19:25,12.4833,-13.3,99.3,14,42,2.1
386,Rovaniemi,FI,2022-01-28 16:19:26,66.5,25.7167,15.21,92,0,5.75
387,Narsaq,GL,2022-01-28 16:19:28,60.9167,-46.05,12.42,66,82,8.48
388,Sulangan,PH,2022-01-28 16:19:29,11.1373,123.7228,81.05,81,97,8.28
389,Imbituba,BR,2022-01-28 16:19:33,-28.24,-48.6703,69.69,81,100,6.06
390,Lyaskelya,RU,2022-01-28 16:19:34,61.7667,31.0167,10.51,98,88,3.74
391,Moerai,PF,2022-01-28 16:19:34,-22.4333,-151.3333,79.07,79,60,12.48
392,Podporozhye,RU,2022-01-28 16:19:35,60.9112,34.1706,19.92,97,100,2.71
393,Clermont,FR,2022-01-28 16:19:38,49.5,2.4167,45.72,80,76,5.88
394,Asfi,MA,2022-01-28 16:19:39,32.2994,-9.2372,67.8,48,49,10.63
395,Killybegs,IE,2022-01-28 16:19:40,54.6333,-8.45,51.51,87,99,20.24
396,Abha,SA,2022-01-28 16:19:40,18.2164,42.5053,58.82,77,20,8.05
397,Alofi,NU,2022-01-28 16:15:01,-19.0595,-169.9187,76.89,94,17,3.44
398,Komsomolskiy,UZ,2022-01-28 16:19:42,40.4272,71.7189,35.02,51,81,9.22
399,Vostok,RU,2022-01-28 16:19:21,46.4856,135.8833,-1.84,97,100,8.05
400,Krasnoselkup,RU,2022-01-28 16:19:44,65.7,82.4667,3.63,94,100,14.12
401,Tynset,NO,2022-01-28 16:18:02,62.2759,10.7824,29.82,88,98,7.52
402,Huangpi,CN,2022-01-28 16:19:45,30.8845,114.3779,35.71,87,100,6.71
403,Mitu,CO,2022-01-28 16:19:46,1.1983,-70.1733,88.12,37,100,5.1
404,Shingu,JP,2022-01-28 16:19:46,33.7333,135.9833,39.47,82,77,6.69
405,Furth Im Wald,DE,2022-01-28 16:19:47,49.3097,12.84,39.65,84,93,10.87
406,Ulladulla,AU,2022-01-28 16:19:48,-35.35,150.4667,72.77,86,20,8.95
407,Aksarka,RU,2022-01-28 16:19:48,66.5606,67.7975,-16.67,99,60,5.93
408,Olafsvik,IS,2022-01-28 16:19:49,64.8945,-23.7142,32.38,85,100,19.15
409,Albesti,RO,2022-01-28 16:19:50,47.7,27.0667,43.21,78,93,7.74
410,Vardo,NO,2022-01-28 16:19:50,70.3705,31.1107,28.15,93,100,2.3
411,Yaransk,RU,2022-01-28 16:19:51,57.3033,47.8861,10.35,98,100,7.61
412,Jumla,NP,2022-01-28 16:19:52,29.2747,82.1838,30.74,51,0,5.35
413,Urumqi,CN,2022-01-28 16:19:52,43.801,87.6005,-4.85,84,75,2.24
414,Ilam,NP,2022-01-28 16:20:53,26.9167,87.9167,45.59,80,44,3.36
415,Xinmin,CN,2022-01-28 16:20:57,41.9908,122.8253,1.65,60,0,7.43
416,Buraydah,SA,2022-01-28 16:18:35,26.326,43.975,54.05,29,99,8.99
417,Dudinka,RU,2022-01-28 16:21:07,69.4058,86.1778,4.62,92,100,22.26
418,Seoul,KR,2022-01-28 16:21:09,37.5683,126.9778,25.99,63,0,6.91
419,Muncar,ID,2022-01-28 16:21:11,-8.4333,114.3333,76.91,88,100,2.66
420,Marrakesh,MA,2022-01-28 16:19:16,31.6315,-8.0083,73.47,25,75,2.3
421,Kuusamo,FI,2022-01-28 16:19:26,65.9667,29.1833,15.84,92,100,3.44
422,Ust-Tsilma,RU,2022-01-28 16:21:14,65.441,52.1498,3.18,96,85,5.57
423,Codajas,BR,2022-01-28 16:21:15,-3.8367,-62.0569,79.59,82,100,3.49
424,San Vicente,AR,2022-01-28 16:21:16,-26.6167,-54.1333,66.06,90,100,4.76
425,Novopokrovka,UA,2022-01-28 16:21:16,49.8425,36.5477,30.58,98,100,12.46
426,Ryotsu,JP,2022-01-28 16:21:18,38.0833,138.4333,35.89,55,72,16.53
427,Bekhtery,UA,2022-01-28 16:21:18,46.251,32.2927,34.74,88,100,7.31
428,Hays,US,2022-01-28 16:21:19,30.0502,-98.0336,48.65,61,97,5.99
429,Sao Gabriel Da Cachoeira,BR,2022-01-28 16:21:20,-0.1303,-67.0892,85.8,70,40,5.75
430,Ternate,ID,2022-01-28 16:21:21,0.8,127.4,80.11,82,36,5.61
431,Ust-Uda,RU,2022-01-28 16:21:22,54.1742,103.0304,-16.51,100,90,0.87
432,Shimoda,JP,2022-01-28 16:21:22,34.6667,138.95,45.28,64,69,5.86
433,Gawler,AU,2022-01-28 16:21:23,-34.6,138.7333,67.24,80,20,6.69
434,Souillac,MU,2022-01-28 16:21:24,-20.5167,57.5167,80.98,78,75,4.61
435,Harwich,GB,2022-01-28 16:21:25,51.9419,1.2844,48.56,76,100,5.99
436,Lucea,JM,2022-01-28 16:21:27,18.451,-78.1736,80.85,71,26,6.4
437,Charters Towers,AU,2022-01-28 16:21:28,-20.1,146.2667,71.65,92,99,8.63
438,Anuradhapura,LK,2022-01-28 16:21:28,8.3565,80.4173,72.18,93,88,5.88
439,Kisangani,CD,2022-01-28 16:21:31,0.5167,25.2,84.36,39,100,0.72
440,Dire,ML,2022-01-28 16:21:31,12.2833,-10.9667,99.88,9,11,3.4
441,Sumbe,AO,2022-01-28 16:21:33,-11.2061,13.8437,80.76,76,76,10.49
442,Kismayo,SO,2022-01-28 16:21:33,-0.3582,42.5454,78.42,81,94,15.95
443,Pochinki,RU,2022-01-28 16:21:34,54.6988,44.8668,10.9,99,95,5.84
444,Rawah,IQ,2022-01-28 16:21:35,34.4816,41.9093,50.72,40,33,7.45
445,Snyder,US,2022-01-28 16:21:36,32.7179,-100.9176,41.14,52,0,3.44
446,San Joaquin,US,2022-01-28 16:21:37,37.9333,-121.3011,46.47,91,0,0.0
447,Wilmington,US,2022-01-28 16:21:37,34.2257,-77.9447,44.51,46,0,8.05
448,Shitanjing,CN,2022-01-28 16:21:38,39.2342,106.3439,20.61,44,3,4.16
449,Touros,BR,2022-01-28 16:21:39,-5.1989,-35.4608,83.3,61,64,7.99
450,Ulaanbaatar,MN,2022-01-28 16:18:44,47.9077,106.8832,-20.07,76,12,4.47
451,Mongu,ZM,2022-01-28 16:21:41,-15.2484,23.1274,67.87,86,99,9.53
452,Darhan,MN,2022-01-28 16:21:42,49.4867,105.9228,-13.59,99,37,1.34
453,Vila,PT,2022-01-28 16:21:42,42.0304,-8.1588,54.34,19,0,4.79
454,Samthar,IN,2022-01-28 16:21:43,25.85,78.9167,53.69,49,0,4.0
455,Isla Vista,US,2022-01-28 16:21:44,34.4133,-119.861,65.7,52,0,0.0
456,Dongsheng,CN,2022-01-28 16:21:44,39.8161,109.9776,18.14,45,10,3.42
457,Porto Novo,BJ,2022-01-28 16:20:25,6.4965,2.6036,87.62,39,23,10.42
458,Port Macquarie,AU,2022-01-28 16:21:45,-31.4333,152.9167,67.89,89,3,5.46
459,Vysokogornyy,RU,2022-01-28 16:21:53,50.1167,139.15,-8.03,99,100,2.08
460,Bretten,DE,2022-01-28 16:20:07,49.0392,8.7028,43.61,83,95,9.64
461,Bathurst,AU,2022-01-28 16:22:06,-33.4166,149.5806,70.84,99,33,3.22
462,Tabas,IR,2022-01-28 16:22:06,33.5959,56.9244,50.36,20,0,8.68
463,Bathsheba,BB,2022-01-28 16:22:07,13.2167,-59.5167,77.61,83,75,6.91
464,Sao Raimundo Nonato,BR,2022-01-28 16:21:10,-9.0153,-42.6994,79.43,73,100,4.41
465,Weihe,CN,2022-01-28 16:23:11,32.9952,105.3247,30.63,62,100,4.21
466,Cabedelo,BR,2022-01-28 16:23:12,-6.9811,-34.8339,86.67,63,43,9.13
467,Kungurtug,RU,2022-01-28 16:23:13,50.5994,97.5228,-17.16,99,95,1.5
468,Alyangula,AU,2022-01-28 16:23:14,-13.8483,136.4192,83.8,75,100,16.42
469,Ust-Kuyga,RU,2022-01-28 16:23:15,70.0167,135.6,-22.86,99,99,2.8
470,Tabuk,PH,2022-01-28 16:23:16,17.4189,121.4443,72.16,95,97,3.58
471,Santa Cruz Cabralia,BR,2022-01-28 16:23:16,-16.2781,-39.0247,84.43,74,75,12.66
472,Atagay,RU,2022-01-28 16:23:17,55.1033,99.3875,-4.16,100,99,2.71
473,Beverungen,DE,2022-01-28 16:23:18,51.6667,9.3667,42.42,72,89,7.87
474,Potchefstroom,ZA,2022-01-28 16:23:18,-26.7167,27.1,70.84,70,96,9.69
475,Rancho Palos Verdes,US,2022-01-28 16:23:21,33.7445,-118.387,64.24,25,100,10.0
476,Port Blair,IN,2022-01-28 16:23:21,11.6667,92.75,80.64,83,75,6.91
477,Ukiah,US,2022-01-28 16:23:22,39.1502,-123.2078,52.03,58,100,4.14
478,Hovd,MN,2022-01-28 16:23:24,48.0056,91.6419,-9.71,82,48,5.28
479,Bosaso,SO,2022-01-28 16:23:25,11.2842,49.1816,74.88,62,100,6.76
480,Tura,IN,2022-01-28 16:23:25,25.5198,90.2201,50.86,56,1,2.64
481,Xuddur,SO,2022-01-28 16:23:26,4.1213,43.8894,83.88,20,99,10.45
482,Doische,BE,2022-01-28 16:23:26,50.1336,4.7355,41.94,100,100,9.22
483,Labrea,BR,2022-01-28 16:23:27,-7.2586,-64.7981,79.05,91,100,2.82
484,Itarema,BR,2022-01-28 16:23:28,-2.9248,-39.9167,75.61,86,100,10.22
485,Daru,PG,2022-01-28 16:23:28,-9.0763,143.2092,78.66,88,100,6.64
486,Bira,RU,2022-01-28 16:23:29,49.0,132.4667,-16.33,96,17,4.14
487,Merke,KZ,2022-01-28 16:23:30,42.8728,73.1786,37.13,58,100,4.07
488,La Palma,US,2022-01-28 16:23:31,33.8464,-118.0467,65.71,19,40,4.0
489,San Carlos,VE,2022-01-28 16:23:36,9.6612,-68.5827,92.88,32,53,3.13
490,Sept-Iles,CA,2022-01-28 16:23:38,50.2001,-66.3821,12.72,66,75,10.0
491,Vila Do Maio,CV,2022-01-28 16:23:39,15.1333,-23.2167,75.99,72,98,16.75
492,Mikhaylovka,RU,2022-01-28 16:23:41,50.06,43.2379,13.69,99,53,6.04
493,Puerto Leguizamo,CO,2022-01-28 16:23:42,-0.1934,-74.7819,89.91,41,100,5.08
494,Esmeralda,CU,2022-01-28 16:23:42,21.8525,-78.1169,83.44,42,0,1.66
495,Riyadh,SA,2022-01-28 16:22:20,24.6877,46.7219,55.54,28,0,10.56
496,Parsabad,IR,2022-01-28 16:23:43,39.6482,47.9174,34.12,69,0,6.91
497,Richards Bay,ZA,2022-01-28 16:23:47,-28.783,32.0377,77.07,89,75,19.66
498,Barcelos,PT,2022-01-28 16:23:48,41.5388,-8.6151,64.92,41,0,4.23
499,Bandarbeyla,SO,2022-01-28 16:23:49,9.4942,50.8122,75.97,67,53,24.16
500,Mirnyy,RU,2022-01-28 16:23:50,62.5353,113.9611,-13.77,75,62,8.99
501,Sao Jose Da Coroa Grande,BR,2022-01-28 16:23:51,-8.8978,-35.1478,84.72,63,68,11.97
502,Hay River,CA,2022-01-28 16:23:52,60.8156,-115.7999,12.18,85,100,3.44
503,Canavieiras,BR,2022-01-28 16:23:54,-15.675,-38.9472,85.86,57,12,7.87
504,Narrabri,AU,2022-01-28 16:23:56,-30.3167,149.7833,76.51,67,63,4.0
505,Lafiagi,NG,2022-01-28 16:23:57,8.8667,5.4167,98.53,10,81,5.73
506,Bria,CF,2022-01-28 16:23:57,6.5423,21.9863,93.29,13,5,5.23
507,Zhicheng,CN,2022-01-28 16:23:58,30.2956,111.5047,32.67,95,72,1.63
508,Ketchikan,US,2022-01-28 16:23:58,55.3422,-131.6461,45.07,93,75,16.11
509,Abu Samrah,SY,2022-01-28 16:23:59,35.3029,37.1841,41.97,86,98,2.71
510,Aquiles Serdan,MX,2022-01-28 16:24:00,17.7833,-92.2833,76.03,82,26,1.72
511,Nome,US,2022-01-28 16:25:00,64.5011,-165.4064,-18.33,76,0,0.0
512,Vanavara,RU,2022-01-28 16:25:04,60.34,102.2797,-14.17,100,89,3.13
513,Matara,LK,2022-01-28 16:25:06,5.9485,80.5353,76.75,82,64,1.45
514,Aginskoye,RU,2022-01-28 16:25:07,51.1,114.53,-11.78,97,5,5.75
515,Jinan,CN,2022-01-28 16:25:09,36.6683,116.9972,33.44,31,100,2.39
516,Chilca,PE,2022-01-28 16:25:09,-12.5211,-76.7372,76.08,75,83,6.35
517,Martin,US,2022-01-28 16:25:10,27.0837,-80.4164,66.96,95,88,10.89
518,Togitsu,JP,2022-01-28 16:25:11,32.8333,129.85,45.99,45,96,6.26
519,Gornopravdinsk,RU,2022-01-28 16:25:12,60.05,69.9,-2.99,100,82,3.65
520,Santa Cruz De La Palma,ES,2022-01-28 16:25:13,28.6835,-17.7642,64.54,59,40,5.75
521,Evensk,RU,2022-01-28 16:25:13,61.95,159.2333,18.55,81,100,29.73
522,Sabac,RS,2022-01-28 16:25:16,44.7467,19.69,39.97,82,77,8.63
523,Yilan,TW,2022-01-28 16:25:17,24.757,121.753,65.82,96,100,3.6
524,Villaviciosa,ES,2022-01-28 16:25:18,43.4813,-5.4357,53.01,88,0,7.83
525,Chunoyar,RU,2022-01-28 16:25:19,57.4467,97.3217,-10.25,100,100,1.95
526,Yerbogachen,RU,2022-01-28 16:25:19,61.2767,108.0108,-21.1,100,100,4.21
527,Junction City,US,2022-01-28 16:25:20,39.0286,-96.8314,28.62,52,100,0.0
528,Woodward,US,2022-01-28 16:25:21,36.4337,-99.3904,34.97,62,0,5.75
529,Feijo,BR,2022-01-28 16:25:21,-8.1642,-70.3536,88.39,57,99,4.81
530,Qasigiannguit,GL,2022-01-28 16:25:22,68.8193,-51.1922,16.05,68,100,9.8
531,Ponta Delgada,PT,2022-01-28 16:25:23,37.7333,-25.6667,61.5,77,75,9.22
532,Vilcun,CL,2022-01-28 16:25:24,-38.65,-72.2333,63.34,37,0,5.06
533,Berbera,SO,2022-01-28 16:25:25,10.4396,45.0143,76.5,63,73,6.35
534,Russell,US,2022-01-28 16:25:26,32.3502,-85.1999,47.98,59,100,0.0
535,Baykit,RU,2022-01-28 16:25:26,61.67,96.37,-15.21,100,100,1.3
536,Gataivai,WS,2022-01-28 16:25:27,-13.7736,-172.388,75.02,79,94,23.44
537,Emporia,US,2022-01-28 16:25:29,38.4039,-96.1817,26.8,46,40,9.22
538,Rupert,US,2022-01-28 16:25:29,42.6191,-113.6772,8.49,78,0,11.5
539,Mineiros,BR,2022-01-28 16:25:30,-17.5694,-52.5511,78.67,72,100,10.31
540,Sembe,CG,2022-01-28 16:25:30,1.6481,14.5806,95.83,15,27,3.27
541,San Carlos De Bariloche,AR,2022-01-28 16:23:06,-41.1456,-71.3082,80.24,34,40,18.41
542,Soe,ID,2022-01-28 16:25:35,-9.8607,124.284,66.42,89,100,4.23
543,Oranjemund,NA,2022-01-28 16:25:35,-28.55,16.4333,68.09,79,1,23.67
544,Sibu,MY,2022-01-28 16:25:38,2.3,111.8167,79.11,94,40,0.0
545,Karatau,KZ,2022-01-28 16:25:40,43.1667,70.4667,35.04,89,100,3.94
546,Iqaluit,CA,2022-01-28 16:25:05,63.7506,-68.5145,-4.27,76,100,3.0
547,Beipiao,CN,2022-01-28 16:25:42,41.7919,120.7792,16.07,47,0,3.51
548,Kenora,CA,2022-01-28 16:23:21,49.8167,-94.4337,-0.42,78,75,4.61
549,Hrubieszow,PL,2022-01-28 16:25:43,50.805,23.8925,32.32,96,100,21.77
550,Lasa,IT,2022-01-28 16:25:45,46.6166,10.7002,44.51,87,32,8.68
551,Rocha,UY,2022-01-28 16:25:46,-34.4833,-54.3333,73.83,50,20,8.21
552,Sao Felix Do Xingu,BR,2022-01-28 16:25:46,-6.6447,-51.995,78.76,84,93,3.09
553,Fengcheng,CN,2022-01-28 16:25:47,40.4536,124.0717,16.39,48,3,3.47
554,Plettenberg Bay,ZA,2022-01-28 16:25:48,-34.0527,23.3716,67.86,73,56,7.81
555,Mecca,SA,2022-01-28 16:21:42,21.4267,39.8261,70.57,39,19,11.7
556,Kupang,ID,2022-01-28 16:26:51,-10.1667,123.5833,75.78,100,75,3.44
557,Kropotkin,RU,2022-01-28 16:26:51,45.4375,40.5756,28.13,95,83,6.55
558,Brokopondo,SR,2022-01-28 16:26:53,4.75,-55.1667,83.32,63,42,2.73
